"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","genus","formation","stratgroup","member","time_bins","time_contain","time_major","time_buffer","time_overlap","primary_reference","created","modified"
"183384","occ","","","17903","Tomarctus hippophaga","species","52381","","Tomarctus hippophaga","","species","52176","Early Barstovian","","15.97","13.6","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Tomarctus","","","","","-103.800003","42.400002","","East Sand Quarry","","Chan. D.; Princeton's Locality 1000C; Wilson's Quarry No. 9","US","Nebraska","Sioux","based on political unit","1","small collection","West Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 2","","","Snake","4","","bottom to top","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Tomarctus","Olcott","","subcycle 2","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2010-01-04 18:48:44"
"183385","occ","","","17903","Tomarctus brevirostris","species","52374","","Tomarctus brevirostris","","species","52374","Early Barstovian","","15.97","13.6","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Tomarctus","","","","","-103.800003","42.400002","""Horizon C, East Sand Quarry""","East Sand Quarry","","Chan. D.; Princeton's Locality 1000C; Wilson's Quarry No. 9","US","Nebraska","Sioux","based on political unit","1","small collection","West Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 2","","","Snake","4","","bottom to top","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Tomarctus","Olcott","","subcycle 2","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2010-01-04 18:48:44"
"183386","occ","","","17903","Merychyus relictus","species","48242","","Merychyus relictus","","species","48242","Early Barstovian","","15.97","13.6","Skinner et al.","1977","3175","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Merychyus","","","","","-103.800003","42.400002","see Schultz and Falkenbach 1947","East Sand Quarry","","Chan. D.; Princeton's Locality 1000C; Wilson's Quarry No. 9","US","Nebraska","Sioux","based on political unit","1","small collection","West Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 2","","","Snake","4","","bottom to top","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Merychyus","Olcott","","subcycle 2","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","M. F. Skinner, S. M. Skinner, and R. J. Gooris. 1977. Stratigraphy and biostratigraphy of late Cenozoic deposits in central Sioux County, western Nebraska. Bulletin of the American Museum of Natural History 158(5):263-370","2002-05-15 00:00:00","2010-01-04 18:48:44"
"183387","occ","","","17903","Pseudoparablastomeryx scotti","species","51208","","Pseudoparablastomeryx scotti","","species","49778","Early Barstovian","","15.97","13.6","Skinner et al.","1977","3175","Chordata","Mammalia","Artiodactyla","Leptomerycidae","Pseudoparablastomeryx","","","","","-103.800003","42.400002","described by Taylor and Webb 1976","East Sand Quarry","","Chan. D.; Princeton's Locality 1000C; Wilson's Quarry No. 9","US","Nebraska","Sioux","based on political unit","1","small collection","West Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 2","","","Snake","4","","bottom to top","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils,mesofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","frugivore","viviparous","","","phosphatic","","","","Pseudoparablastomeryx","Olcott","","subcycle 2","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","M. F. Skinner, S. M. Skinner, and R. J. Gooris. 1977. Stratigraphy and biostratigraphy of late Cenozoic deposits in central Sioux County, western Nebraska. Bulletin of the American Museum of Natural History 158(5):263-370","2002-05-15 00:00:00","2010-01-04 18:48:44"
"183388","occ","5148","","17904","Anchitheriomys fluminis","species","44041","","Anchitheriomys fluminis","","species","43961","Early Barstovian","","15.97","13.6","Alroy","2002","6294","Chordata","Mammalia","Rodentia","Castoridae","Anchitheriomys","","","","","-103.800003","42.400002","","East Surface Quarry","","Quarry A; Quarry 2; Sinclair Q. No. 2; Sinclair Quarry 2","US","Nebraska","Sioux","based on political unit","1","small collection","East Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 3","bed","","Snake","5","","bottom to top","","","","","Lower Snake Creek Beds; Barstovian 1","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","UNSM","","","","","","","exactly equivalent to ""Quarry A""","terrestrial","","actively mobile","amphibious","","browser","viviparous","","","phosphatic","","","","Anchitheriomys","Olcott","","subcycle 3","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:30","2002-06-03 02:35:30"
"183389","occ","","","17904","Microtomarctus conferta","species","48567","","Microtomarctus conferta","","species","52175","Early Barstovian","","15.97","13.6","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Microtomarctus","","","","","-103.800003","42.400002","""Quarry A""","East Surface Quarry","","Quarry A; Quarry 2; Sinclair Q. No. 2; Sinclair Quarry 2","US","Nebraska","Sioux","based on political unit","1","small collection","East Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 3","bed","","Snake","5","","bottom to top","","","","","Lower Snake Creek Beds; Barstovian 1","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","UNSM","","","","","","","exactly equivalent to ""Quarry A""","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Microtomarctus","Olcott","","subcycle 3","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2012-03-25 05:21:43"
"183390","occ","","","17904","Tomarctus hippophaga","species","52381","","Tomarctus hippophaga","","species","52176","Early Barstovian","","15.97","13.6","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Tomarctus","","","","","-103.800003","42.400002","""Quarry A""","East Surface Quarry","","Quarry A; Quarry 2; Sinclair Q. No. 2; Sinclair Quarry 2","US","Nebraska","Sioux","based on political unit","1","small collection","East Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 3","bed","","Snake","5","","bottom to top","","","","","Lower Snake Creek Beds; Barstovian 1","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","UNSM","","","","","","","exactly equivalent to ""Quarry A""","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Tomarctus","Olcott","","subcycle 3","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2012-03-25 05:21:43"
"183391","occ","","","17904","Tomarctus brevirostris","species","52374","","Tomarctus brevirostris","","species","52374","Early Barstovian","","15.97","13.6","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Tomarctus","","","","","-103.800003","42.400002","""Quarry A""","East Surface Quarry","","Quarry A; Quarry 2; Sinclair Q. No. 2; Sinclair Quarry 2","US","Nebraska","Sioux","based on political unit","1","small collection","East Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 3","bed","","Snake","5","","bottom to top","","","","","Lower Snake Creek Beds; Barstovian 1","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","UNSM","","","","","","","exactly equivalent to ""Quarry A""","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Tomarctus","Olcott","","subcycle 3","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2012-03-25 05:21:43"
"183392","occ","5149","","17904","Cynelos sinapius","species","45452","","Cynelos sinapius","","species","43999","Early Barstovian","","15.97","13.6","Alroy","2002","6294","Chordata","Mammalia","Carnivora","Amphicyonidae","Cynelos","","","","","-103.800003","42.400002","","East Surface Quarry","","Quarry A; Quarry 2; Sinclair Q. No. 2; Sinclair Quarry 2","US","Nebraska","Sioux","based on political unit","1","small collection","East Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 3","bed","","Snake","5","","bottom to top","","","","","Lower Snake Creek Beds; Barstovian 1","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","UNSM","","","","","","","exactly equivalent to ""Quarry A""","terrestrial","","actively mobile","ground dwelling","","carnivore","viviparous","","","phosphatic","","","","Cynelos","Olcott","","subcycle 3","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:30","2002-06-03 02:35:30"
"183393","occ","","","17904","Pliocyon n. sp. medius","species","50514","","Pliocyon medius","","species","50514","Early Barstovian","","15.97","13.6","Skinner et al.","1977","3175","Chordata","Mammalia","Carnivora","Amphicyonidae","Pliocyon","","","","","-103.800003","42.400002","","East Surface Quarry","","Quarry A; Quarry 2; Sinclair Q. No. 2; Sinclair Quarry 2","US","Nebraska","Sioux","based on political unit","1","small collection","East Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 3","bed","","Snake","5","","bottom to top","","","","","Lower Snake Creek Beds; Barstovian 1","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","UNSM","","","","","","","exactly equivalent to ""Quarry A""","terrestrial","","actively mobile","ground dwelling","","carnivore","viviparous","","","phosphatic","","","","Pliocyon","Olcott","","subcycle 3","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","M. F. Skinner, S. M. Skinner, and R. J. Gooris. 1977. Stratigraphy and biostratigraphy of late Cenozoic deposits in central Sioux County, western Nebraska. Bulletin of the American Museum of Natural History 158(5):263-370","2002-05-15 00:00:00","2012-03-25 05:21:43"
"183394","occ","","","17904","Mionictis n. sp. incertus","species","48753","","Mionictis incertus","","species","48753","Early Barstovian","","15.97","13.6","Skinner et al.","1977","3175","Chordata","Mammalia","Carnivora","Mustelidae","Mionictis","","","","","-103.800003","42.400002","","East Surface Quarry","","Quarry A; Quarry 2; Sinclair Q. No. 2; Sinclair Quarry 2","US","Nebraska","Sioux","based on political unit","1","small collection","East Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 3","bed","","Snake","5","","bottom to top","","","","","Lower Snake Creek Beds; Barstovian 1","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","UNSM","","","","","","","exactly equivalent to ""Quarry A""","terrestrial","","actively mobile","scansorial","","carnivore, omnivore","viviparous","","","phosphatic","","","","Mionictis","Olcott","","subcycle 3","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","M. F. Skinner, S. M. Skinner, and R. J. Gooris. 1977. Stratigraphy and biostratigraphy of late Cenozoic deposits in central Sioux County, western Nebraska. Bulletin of the American Museum of Natural History 158(5):263-370","2002-05-15 00:00:00","2012-03-25 05:21:43"
"183395","occ","5150","","17904","Hypohippus osborni","species","47227","","Hypohippus osborni","","species","47227","Early Barstovian","","15.97","13.6","Alroy","2002","6294","Chordata","Mammalia","Perissodactyla","Equidae","Hypohippus","","","","","-103.800003","42.400002","","East Surface Quarry","","Quarry A; Quarry 2; Sinclair Q. No. 2; Sinclair Quarry 2","US","Nebraska","Sioux","based on political unit","1","small collection","East Sinclair Draw","gp_mid","-97.28","45.82","101","US","","Olcott","","subcycle 3","bed","","Snake","5","","bottom to top","","","","","Lower Snake Creek Beds; Barstovian 1","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","UNSM","","","","","","","exactly equivalent to ""Quarry A""","terrestrial","","actively mobile","ground dwelling","","browser","viviparous","","","phosphatic","","","","Hypohippus","Olcott","","subcycle 3","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:30","2002-06-03 02:35:30"
